site,year,month,day,time,GBCC,snow1,snow_ratio1,snow2,snow_ratio2,snow3,snow_ratio3,snow_ratio
NEON.D19.HEAL.DP1.00033,2016,05,07,120006,0.09408348631359892,5913.0,0.01312777658136091,34.0,7.548527038157805e-05,5915.0,0.013132216891383356,0.007548527038157804
NEON.D19.HEAL.DP1.00033,2016,05,08,120006,0.125217583256129,223.0,0.000495094567502703,48.0,0.00010656744053869841,224.0,0.000497314722513926,0.0495094567502703
NEON.D19.HEAL.DP1.00033,2016,05,09,120005,0.12658787776746636,118.0,0.00026197829132430025,24.0,5.328372026934921e-05,118.0,0.00026197829132430025,0.026197829132430024
NEON.D19.HEAL.DP1.00033,2016,05,10,120005,0.13139091261530703,196.0,0.0004351503821996852,31.0,6.882480534790939e-05,198.0,0.00043959069222213097,0.04351503821996852
NEON.D19.HEAL.DP1.00033,2016,05,11,120006,0.11147865319973686,1105.0,0.0024532712874012863,26.0,5.772403029179497e-05,1105.0,0.0024532712874012863,0.24532712874012863
NEON.D19.HEAL.DP1.00033,2016,05,12,120006,0.134915640936984,168.0,0.00037298604188544445,31.0,6.882480534790939e-05,170.0,0.0003774263519078902,0.03729860418854444
NEON.D19.HEAL.DP1.00033,2016,05,13,120006,0.14007894579636318,112.0,0.000248657361256963,30.0,6.660465033668651e-05,113.0,0.00025087751626818585,0.0248657361256963
NEON.D19.HEAL.DP1.00033,2016,05,14,120006,0.13745127146849473,141.0,0.0003130418565824266,32.0,7.104496035913227e-05,142.0,0.00031526201159364945,0.03130418565824266
NEON.D19.HEAL.DP1.00033,2016,05,15,120005,0.14842923988007822,232.0,0.000515075962603709,22.0,4.884341024690344e-05,234.0,0.0005195162726261548,0.0515075962603709
NEON.D19.HEAL.DP1.00033,2016,05,16,120006,0.1415135071812123,498.0,0.001105637195588996,17.0,3.7742635190789024e-05,500.0,0.0011100775056114417,0.1105637195588996
NEON.D19.HEAL.DP1.00033,2016,05,17,120005,-0.01544980527307327,450419.0,1.0,450419.0,1.0,450419.0,1.0,100.0
NEON.D19.HEAL.DP1.00033,2016,05,19,120006,0.14930957038259118,248.0,0.0005505984427832751,24.0,5.328372026934921e-05,248.0,0.0005505984427832751,0.05505984427832751
NEON.D19.HEAL.DP1.00033,2016,05,20,120005,0.14535890884196054,372.0,0.0008258976641749127,33.0,7.326511537035515e-05,385.0,0.0008547596793208102,0.08258976641749127
NEON.D19.HEAL.DP1.00033,2016,05,21,120005,0.13860854999318678,751.0,0.0016673364134283857,66.0,0.0001465302307407103,764.0,0.0016961984285742832,0.16673364134283858
NEON.D19.HEAL.DP1.00033,2016,05,22,120006,0.13362523822160438,1765.0,0.00391857359480839,184.0,0.0004085085220650106,1768.0,0.003925234059842058,0.391857359480839
NEON.D19.HEAL.DP1.00033,2016,05,23,120006,0.1520239832535255,335.0,0.000743751928759666,104.0,0.00023089612116717988,339.0,0.0007526325488045575,0.0743751928759666
NEON.D19.HEAL.DP1.00033,2016,05,24,120006,0.1432370710862969,804.0,0.0017850046290231983,54.0,0.00011988837060603572,815.0,0.00180942633414665,0.17850046290231983
NEON.D19.HEAL.DP1.00033,2016,05,25,120006,0.18728383925262623,142.0,0.00031526201159364945,50.0,0.00011100775056114418,151.0,0.0003352434066946554,0.03152620115936495
NEON.D19.HEAL.DP1.00033,2016,05,26,120005,0.169229011340943,332.0,0.0007370914637259973,89.0,0.00019759379599883665,339.0,0.0007526325488045575,0.07370914637259973
NEON.D19.HEAL.DP1.00033,2016,05,27,120006,0.15692110517938432,486.0,0.0010789953354543213,45.0,9.990697550502976e-05,492.0,0.0010923162655216588,0.10789953354543214
NEON.D19.HEAL.DP1.00033,2016,05,28,120006,0.1621758827215516,230.0,0.0005106356525812632,59.0,0.00013098914566215012,233.0,0.0005172961176149319,0.05106356525812632
