site,year,month,day,time,GBCC,snow1,snow_ratio1,snow2,snow_ratio2,snow3,snow_ratio3,snow_ratio
mandanh5,2015,09,16,120034,0.1446336612070472,4846.0,0.006465842180613948,8732.0,0.01165079115169645,10441.0,0.01393104791741441,0.6465842180613948
mandanh5,2015,09,17,120008,0.16610370002889888,1244.0,0.0016598241173511662,4008.0,0.005347729149793789,4204.0,0.005609244846739793,0.16598241173511663
mandanh5,2015,09,18,120007,0.1571318531136669,4905.0,0.006544563742449735,14710.0,0.01962701990854956,15010.0,0.02002729903652814,0.6544563742449735
mandanh5,2015,09,19,120008,0.1415488294900285,3927.0,0.005239653785239573,10480.0,0.013983084204051626,11317.0,0.015099862971111854,0.5239653785239573
mandanh5,2015,09,20,120007,0.1276023271319765,6178.0,0.00824308150883883,14091.0,0.018801110641153765,16260.0,0.021695128736438876,0.824308150883883
mandanh5,2015,09,21,120008,0.12495505299621569,3894.0,0.00519562308116193,5987.0,0.00798823713069247,8187.0,0.010923617402535368,0.5195623081161931
mandanh5,2015,09,22,120007,0.13487758067241096,5781.0,0.00771337879614718,17897.0,0.02387931851144198,18412.0,0.024566464347805204,0.771337879614718
mandanh5,2015,09,23,120008,0.15276885203677934,3174.0,0.004234953174013345,10014.0,0.013361317291924902,10178.0,0.01358013654855319,0.4234953174013345
mandanh5,2015,09,24,120009,0.1341925405937595,595.0,0.0007938869371575111,2319.0,0.003094157659274401,2652.0,0.003538467491330621,0.07938869371575112
mandanh5,2015,09,25,120008,0.11686782285747312,5850.0,0.007805442995582253,16447.0,0.021944636059545525,18144.0,0.02420888166014434,0.7805442995582254
mandanh5,2015,09,26,120008,0.10940791813503298,4199.0,0.00560257352794015,8400.0,0.011207815583400157,10803.0,0.01441405139850856,0.560257352794015
mandanh5,2015,09,27,120008,0.11126496540213328,2792.0,0.003725264417720624,5127.0,0.006840770297153882,7133.0,0.009517303399570635,0.3725264417720624
mandanh5,2015,09,28,120008,0.10696372224993039,3498.0,0.004667254632230208,9132.0,0.012184496655667886,11030.0,0.01471692927201235,0.46672546322302083
mandanh5,2015,09,29,120008,0.1269499671302712,317.0,0.0004229616118973631,166.0,0.00022148778414814597,483.0,0.0006444493960455091,0.04229616118973631
mandanh5,2015,09,30,120007,0.10401797158275594,2692.0,0.003591838041727765,3669.0,0.004895413735177998,5989.0,0.007990905658212326,0.3591838041727765
mandanh5,2015,10,01,120008,0.12304677852390761,268.0,0.0003575826876608622,207.0,0.00027619259830521817,473.0,0.0006311067584462231,0.03575826876608622
mandanh5,2015,10,02,120008,0.11864970156432264,941.0,0.0012555421980928033,4081.0,0.005445130404268576,4385.0,0.005850746587286868,0.12555421980928033
mandanh5,2015,10,03,120007,0.11703825904948854,523.0,0.0006978199464426527,1471.0,0.001962701990854956,1863.0,0.0024857333847469634,0.06978199464426527
mandanh5,2015,10,04,120009,0.1177896302375954,625.0,0.0008339148499553688,1847.0,0.002464385164588106,2311.0,0.0030834835491949718,0.08339148499553688
mandanh5,2015,10,05,120008,0.12521679713549277,248.0,0.00033089741246229037,302.0,0.00040294765549843425,529.0,0.0007058255290022242,0.033089741246229036
mandanh5,2015,10,06,120008,0.10276366742752996,3051.0,0.004070838731542128,4502.0,0.006006855447198513,7068.0,0.009430576255175276,0.40708387315421285
mandanh5,2015,10,07,120008,0.11808391282204335,530.0,0.0007071597927621528,1025.0,0.001367620353926805,1410.0,0.0018813119014993121,0.07071597927621527
mandanh5,2015,10,08,120008,0.10036742821164271,4044.0,0.005395762645151219,9514.0,0.012694185411960606,12179.0,0.0162499983321703,0.5395762645151219
mandanh5,2015,10,09,120007,0.12857915780755688,224.0,0.00029887508222400423,385.0,0.0005136915475725072,549.0,0.000732510804200796,0.029887508222400425
mandanh5,2015,10,10,120006,0.12326943954905613,499.0,0.0006657976162043665,787.0,0.0010500655790638006,1187.0,0.0015837710830352365,0.06657976162043665
mandanh5,2015,10,11,120007,0.12001479923531447,796.0,0.0010620739529031578,3994.0,0.0053290494571547895,4305.0,0.0057440054864925805,0.10620739529031578
mandanh5,2015,10,12,120008,0.09581696670403363,3046.0,0.004064167412742486,2548.0,0.0033997040602980477,5209.0,0.006950179925468027,0.40641674127424854
mandanh5,2015,10,13,120007,0.09993349009550562,2528.0,0.003373018785099476,2267.0,0.003024775943758114,4404.0,0.005876097598725511,0.3373018785099476
mandanh5,2015,10,14,120007,0.10052326073165731,2335.0,0.003115505879433258,2078.0,0.0027726000931316106,4005.0,0.005343726358514004,0.3115505879433258
mandanh5,2015,10,15,120007,0.09561223317277263,3163.0,0.00422027627265413,2471.0,0.0032969657507835462,5161.0,0.006886135264991454,0.42202762726541304
mandanh5,2015,10,16,120008,0.12025176001031025,144.0,0.000192133981429717,723.0,0.0009646726984283708,840.0,0.0011207815583400159,0.0192133981429717
mandanh5,2015,10,17,120008,0.09328432842561594,3544.0,0.0047286307651869235,7038.0,0.009390548342377418,9263.0,0.01235928520821853,0.47286307651869236
mandanh5,2015,10,18,120007,0.0974858534885306,2645.0,0.0035291276450111213,6547.0,0.00873542483625248,8136.0,0.01085556995077901,0.35291276450111214
mandanh5,2015,10,19,120005,0.10725389478541174,1405.0,0.0018746405826996692,3676.0,0.004904753581497497,4639.0,0.00618964958230873,0.18746405826996693
mandanh5,2015,10,20,120008,0.10811024211802428,1335.0,0.0017812421195046678,4951.0,0.00660593987540645,5607.0,0.007481216901919606,0.1781242119504668
mandanh5,2015,10,21,120008,0.09438062287173808,2867.0,0.0038253341997152683,7120.0,0.009499957970691562,8796.0,0.011736184032331879,0.38253341997152684
mandanh5,2015,10,22,120008,0.0949857067914475,2775.0,0.003702581933801838,7354.0,0.009812175690514853,8965.0,0.011961674607759811,0.3702581933801838
mandanh5,2015,10,23,120007,0.11385114419047153,367.0,0.0004896747998937926,1049.0,0.001399642684165091,1251.0,0.0016691639636706663,0.04896747998937927
mandanh5,2015,10,24,120008,0.09899784720538994,2301.0,0.003070140911595686,5402.0,0.007207692831134245,6833.0,0.009117024271592057,0.30701409115956857
mandanh5,2015,10,25,120007,0.09455577518475201,1271.0,0.0016958492388692381,2810.0,0.0037492811653993385,3743.0,0.004994149253412713,0.1695849238869238
mandanh5,2015,10,26,120006,0.09375642643668679,1481.0,0.001976044628454242,3565.0,0.004756650304145424,4588.0,0.006121602130552372,0.19760446284542418
mandanh5,2015,10,27,120008,0.0903316309109727,3095.0,0.004129546336978987,5508.0,0.007349124789686675,7342.0,0.00979616452539571,0.4129546336978987
mandanh5,2015,10,28,120007,0.06965444018680583,14476.0,0.019314802188726273,11570.0,0.015437431702373789,22244.0,0.02967936307585156,2.9679363075851564
mandanh5,2015,10,29,120007,0.08218915216422017,5586.0,0.007453197362961105,6552.0,0.008742096155052123,10550.0,0.014076482667246627,1.4076482667246628
mandanh5,2015,10,30,120008,0.08955347742619327,4365.0,0.005824061312088296,8724.0,0.01164011704161702,11425.0,0.015243963457184142,0.5824061312088297
mandanh5,2015,10,31,120008,0.08142312073897956,8603.0,0.011478671126665662,18523.0,0.024714567625157276,23051.0,0.030756113930113932,3.075611393011393
mandanh5,2015,11,01,120007,0.0819967487891044,5245.0,0.006998213420825456,3199.0,0.00426830976801156,7449.0,0.009938930747708068,0.9938930747708068
mandanh5,2015,11,02,120008,0.09598569664899408,1317.0,0.0017572253718259533,2118.0,0.002825970643528754,3196.0,0.004264306976731774,0.17572253718259534
mandanh5,2015,11,03,120008,0.07739135302768396,8154.0,0.010879586698457724,9080.0,0.012115114940151599,14783.0,0.01972442116302435,1.972442116302435
mandanh5,2015,11,04,120006,0.11727935446400801,1228.0,0.0016384758971923089,13859.0,0.018491561448850332,13893.0,0.018536926416687905,0.16384758971923088
mandanh5,2015,11,05,120008,0.08140677546824286,5507.0,0.0073477905259267465,9941.0,0.013263916037450115,13393.0,0.017869794536723608,1.7869794536723609
mandanh5,2015,11,06,120008,0.10311455737296193,3413.0,0.004553842212636278,16408.0,0.02189259977290831,17001.0,0.022683818182545962,0.4553842212636278
mandanh5,2015,11,07,120008,0.08743822974913519,5213.0,0.006955516980507741,8832.0,0.011784217527689309,12696.0,0.01693981269605338,0.6955516980507741
mandanh5,2015,11,08,120008,0.0877134208459868,4140.0,0.005523851966104364,4432.0,0.005913456984003512,8027.0,0.010710135200946793,0.5523851966104364
mandanh5,2015,11,09,120007,0.10450662719458577,1111.0,0.0014823670372806636,4646.0,0.00619898942862823,5273.0,0.007035572806103456,0.14823670372806635
mandanh5,2015,11,10,120008,0.10273217584674764,10889.0,0.014528798081862419,29407.0,0.03923669438822005,29621.0,0.03952222683284477,3.9522226832844773
mandanh5,2015,11,11,120008,0.08718315820925948,2981.0,0.003977440268347127,5545.0,0.007398492548804033,7589.0,0.010125727674098072,0.3977440268347127
mandanh5,2015,11,12,120006,0.08121955469052146,6753.0,0.00901028317079777,9299.0,0.01240731870357596,14547.0,0.0194095349156812,1.94095349156812
mandanh5,2015,11,13,120008,0.08723849595179702,5743.0,0.007662676773269894,15433.0,0.02059169260697793,18510.0,0.024697222196278203,0.7662676773269894
mandanh5,2015,11,14,120008,0.09165765211934235,3792.0,0.005059528177649214,5296.0,0.007066260872581814,8525.0,0.011374598553391232,0.5059528177649214
mandanh5,2015,11,15,120008,0.08892260546795286,4313.0,0.005754679596572009,4066.0,0.005425116447869647,7975.0,0.010640753485430508,0.5754679596572009
