site,year,month,day,time,snow_ratio_singlesvm,img_type,file,GBCC,GBCC_r,GCC,fog,kmeans,snow_es
NEON.D19.DEJU.DP1.00033,2017,1,17,120005,39.40063633402884,or_img,NEON.D19.DEJU.DP1.00033_2017_01_17_120005.jpg,-0.057338969173424986,0.9779484132806991,0.3413092124149539,0.0,51.238668207993186,39.40063633402884
NEON.D19.DEJU.DP1.00033,2017,1,23,120005,39.216679252575936,or_img,NEON.D19.DEJU.DP1.00033_2017_01_23_120005.jpg,-0.02442568951048127,0.6087136246345016,0.3436782106799269,0.0,41.647310611889935,39.216679252575936
NEON.D19.DEJU.DP1.00033,2017,1,24,120006,34.63600476713682,or_img,NEON.D19.DEJU.DP1.00033_2017_01_24_120006.jpg,-0.021680233284595205,0.5778220769971333,0.3437896694440367,0.0,39.44787823043308,34.63600476713682
NEON.D19.DEJU.DP1.00033,2017,1,25,120006,46.20758518751812,or_img,NEON.D19.DEJU.DP1.00033_2017_01_25_120006.jpg,-0.001950025578175945,0.47633252568778117,0.348421668455194,0.0,39.38649955442302,39.38649955442302
NEON.D19.DEJU.DP1.00033,2017,11,3,120006,90.62964142684842,or_img,NEON.D19.DEJU.DP1.00033_2017_11_03_120006.jpg,-0.003171789913733335,0.4754646347879304,0.35034393461018315,0.0,42.35719168399466,42.35719168399466
NEON.D19.DEJU.DP1.00033,2017,11,4,120005,45.38729407722619,or_img,NEON.D19.DEJU.DP1.00033_2017_11_04_120005.jpg,0.02625762983774129,0.23255181398145397,0.35093099891505397,0.0,36.39916539316352,36.39916539316352
NEON.D19.DEJU.DP1.00033,2017,11,5,120005,71.71856713896634,or_img,NEON.D19.DEJU.DP1.00033_2017_11_05_120005.jpg,0.015286696158981747,0.19487282266752085,0.35107408922158057,0.0,31.07979943667617,31.07979943667617
NEON.D19.DEJU.DP1.00033,2017,11,6,120006,85.10430795990165,or_img,NEON.D19.DEJU.DP1.00033_2017_11_06_120006.jpg,-0.017450854413278035,0.770375752022991,0.34891784987116115,0.0,46.98475017268345,46.98475017268345
NEON.D19.DEJU.DP1.00033,2017,11,9,120005,86.8859000833891,or_img,NEON.D19.DEJU.DP1.00033_2017_11_09_120005.jpg,-0.013944348382863717,0.6890105327955393,0.3474350091125441,0.0,42.6445798871205,42.6445798871205
NEON.D19.DEJU.DP1.00033,2017,11,11,120006,83.52367284270954,or_img,NEON.D19.DEJU.DP1.00033_2017_11_11_120006.jpg,-0.02248875816562081,0.852299284571584,0.3473811924036978,0.0,51.16834220311868,51.16834220311868
NEON.D19.DEJU.DP1.00033,2017,11,14,120006,70.14186884647458,or_img,NEON.D19.DEJU.DP1.00033_2017_11_14_120006.jpg,-0.03442137985771165,0.9563942980462613,0.3465170480001921,0.0,51.76083432052195,51.76083432052195
NEON.D19.DEJU.DP1.00033,2017,11,16,120006,72.04407096305468,or_img,NEON.D19.DEJU.DP1.00033_2017_11_16_120006.jpg,-0.030563295140539834,0.9488928575263141,0.34850879786191186,0.0,56.287824832774426,56.287824832774426
NEON.D19.DEJU.DP1.00033,2017,11,17,120006,81.79075418824465,or_img,NEON.D19.DEJU.DP1.00033_2017_11_17_120006.jpg,-0.023206861096453306,0.897596031680702,0.3492379662530266,0.0,58.02163822012576,58.02163822012576
NEON.D19.DEJU.DP1.00033,2017,11,19,120006,79.30160729815721,or_img,NEON.D19.DEJU.DP1.00033_2017_11_19_120006.jpg,-0.02809105503918926,0.8683221611020246,0.344655345552026,0.0,37.38104526274726,37.38104526274726
NEON.D19.DEJU.DP1.00033,2017,11,21,120006,85.20559172264713,or_img,NEON.D19.DEJU.DP1.00033_2017_11_21_120006.jpg,-0.020749509261075525,0.7808691793152073,0.34504726887441933,0.0,39.03988003421458,39.03988003421458
NEON.D19.DEJU.DP1.00033,2018,1,21,120005,86.63340646283459,or_img,NEON.D19.DEJU.DP1.00033_2018_01_21_120005.jpg,-0.019385843432560074,0.798282470751182,0.34651172321510476,0.0,31.126683439925845,31.126683439925845
NEON.D19.DEJU.DP1.00033,2018,1,23,120006,80.90210548542838,or_img,NEON.D19.DEJU.DP1.00033_2018_01_23_120006.jpg,-0.026295987877179097,0.8704426780428971,0.3460176657724733,0.0,40.422242343770684,40.422242343770684
NEON.D19.DEJU.DP1.00033,2018,1,24,120005,76.7961762695365,or_img,NEON.D19.DEJU.DP1.00033_2018_01_24_120005.jpg,-0.032784874395219564,0.9187886748290165,0.34357569044934255,0.0,38.52165074638617,38.52165074638617
NEON.D19.DEJU.DP1.00033,2018,1,26,120005,86.3660602763651,or_img,NEON.D19.DEJU.DP1.00033_2018_01_26_120005.jpg,-0.016500460449520533,0.7000479576827134,0.3464255360471807,0.0,48.08938739428731,48.08938739428731
NEON.D19.DEJU.DP1.00033,2018,1,29,120006,41.76738376525072,or_img,NEON.D19.DEJU.DP1.00033_2018_01_29_120006.jpg,-0.05067684611941493,0.975344740581147,0.3433940991133374,0.0,48.294818065014866,41.76738376525072
NEON.D19.DEJU.DP1.00033,2018,1,30,120006,88.18702064685608,or_img,NEON.D19.DEJU.DP1.00033_2018_01_30_120006.jpg,-0.009038637960897183,0.577122395879934,0.3472821958473974,0.0,46.58104669431988,46.58104669431988
NEON.D19.DEJU.DP1.00033,2018,2,25,120006,44.91594879264744,or_img,NEON.D19.DEJU.DP1.00033_2018_02_25_120006.jpg,0.02859911183918684,0.12661722969224767,0.35236700582622016,0.0,33.21141106534055,33.21141106534055
