site,year,month,day,time,snow_ratio_singlesvm,img_type,file,GBCC,GBCC_r,GCC,fog,kmeans,snow_es
NEON.D13.NIWO.DP1.00033,2017,4,26,120005,99.22352103839233,or_img,NEON.D13.NIWO.DP1.00033_2017_04_26_120005.jpg,-0.016666125321039445,0.9799970558684687,0.32321408424967996,0.0,68.66529369141215,99.22352103839233
NEON.D13.NIWO.DP1.00033,2017,4,27,120006,93.22335239396482,or_img,NEON.D13.NIWO.DP1.00033_2017_04_27_120006.jpg,-0.024097561503887373,0.9906245131821345,0.32334252385693585,0.0,68.65143054779426,93.22335239396482
NEON.D13.NIWO.DP1.00033,2017,4,28,120005,99.50692942802385,or_img,NEON.D13.NIWO.DP1.00033_2017_04_28_120005.jpg,-0.017743484126092023,0.9875960594371563,0.32377122627457716,0.0,68.25911787530889,99.50692942802385
NEON.D13.NIWO.DP1.00033,2017,4,29,120006,98.15362935670726,or_img,NEON.D13.NIWO.DP1.00033_2017_04_29_120006.jpg,-0.02105341491547637,0.9999499783477706,0.32375671594284566,0.0,56.42585290490027,56.42585290490027
NEON.D13.NIWO.DP1.00033,2017,4,30,120006,54.29950392812889,or_img,NEON.D13.NIWO.DP1.00033_2017_04_30_120006.jpg,-0.03530576259027284,1.0,0.3202161617109759,0.0,73.6548820417981,73.6548820417981
NEON.D13.NIWO.DP1.00033,2017,5,1,120005,92.87234331432033,or_img,NEON.D13.NIWO.DP1.00033_2017_05_01_120005.jpg,-0.025424193574969015,0.9969315289332382,0.3213800936226906,0.0,50.23131441180968,50.23131441180968
NEON.D13.NIWO.DP1.00033,2017,5,2,120006,97.95139896269384,or_img,NEON.D13.NIWO.DP1.00033_2017_05_02_120006.jpg,-0.014272863850299581,0.9533483779407372,0.32321307676622574,0.0,75.01647141548413,97.95139896269384
NEON.D13.NIWO.DP1.00033,2017,5,3,120005,96.70357311807825,or_img,NEON.D13.NIWO.DP1.00033_2017_05_03_120005.jpg,-0.02309258391816536,0.9845490262213501,0.32103032044867696,0.0,68.50751110837977,96.70357311807825
NEON.D13.NIWO.DP1.00033,2017,5,4,120005,98.07616725525477,or_img,NEON.D13.NIWO.DP1.00033_2017_05_04_120005.jpg,-0.01238371869447585,0.9578274596003699,0.3267204439065345,0.0,97.2465224232775,98.07616725525477
NEON.D13.NIWO.DP1.00033,2017,5,5,120006,95.51277195700425,or_img,NEON.D13.NIWO.DP1.00033_2017_05_05_120006.jpg,-0.008325028918388624,0.9245887862889222,0.3273721290359147,0.0,95.81390230342562,95.81390230342562
