site,year,month,day,time,snow_ratio_singlesvm,img_type,file,GBCC,GBCC_r,GCC,fog,kmeans,snow_es
bozeman,2015,10,27,120009,100.0,or_img,bozeman_2015_10_27_120009.jpg,-0.016304624160450927,0.9659317116715019,0.32096623129863616,0.0,70.86654764561482,100.0
bozeman,2015,10,28,120008,99.49542512831957,or_img,bozeman_2015_10_28_120008.jpg,0.01698931788656488,0.04144833742468199,0.3296149458073944,0.0,45.11046641374693,45.11046641374693
bozeman,2015,10,29,120007,99.9580450792234,or_img,bozeman_2015_10_29_120007.jpg,-0.0004935951574049224,0.40616380272260655,0.32258678932149465,0.0,64.06114706538719,99.9580450792234
bozeman,2015,10,30,120007,99.26199509038162,or_img,bozeman_2015_10_30_120007.jpg,0.005371060333486142,0.2960365989734434,0.3277475891058761,0.0,62.51617942423566,99.26199509038162
bozeman,2015,10,31,120008,89.10087034144163,or_img,bozeman_2015_10_31_120008.jpg,0.015561109113825144,0.1654943093059585,0.3278210994386637,0.0,57.929703191251946,57.929703191251946
bozeman,2015,11,3,120005,99.97545190805623,or_img,bozeman_2015_11_03_120005.jpg,-0.029150847007889905,0.9999933050658335,0.3230233906127529,0.0,71.35103771479581,99.97545190805623
bozeman,2015,11,4,120006,99.91229636241911,or_img,bozeman_2015_11_04_120006.jpg,-0.03717195608438797,1.0,0.31611682536857155,0.0,71.17473778174515,99.91229636241911
bozeman,2015,11,5,120008,100.0,or_img,bozeman_2015_11_05_120008.jpg,-0.01720458607237835,0.9944320464182103,0.32253818675804435,0.0,63.368221379156445,100.0
bozeman,2015,11,7,120007,100.0,or_img,bozeman_2015_11_07_120007.jpg,-0.00396787303111406,0.6033340772149074,0.3275919699773589,0.0,45.82370006694935,45.82370006694935
bozeman,2015,11,8,120005,100.0,or_img,bozeman_2015_11_08_120005.jpg,-0.004439093496428649,0.6477371122517295,0.32708968663277116,0.0,40.05601428252622,40.05601428252622
bozeman,2015,11,9,120007,100.0,or_img,bozeman_2015_11_09_120007.jpg,-0.01553809749095553,0.9647377817451461,0.3263228342051254,0.0,66.14461057799599,100.0
