site,year,month,day,time,snow_ratio_singlesvm,img_type,file,GBCC,GBCC_r,GCC,fog,kmeans,snow_es
usmpj,2013,11,22,123104,60.19737160676758,or_img,usmpj_2013_11_22_123104.jpg,-0.00941824369317492,0.715003583292174,0.31592652514952074,0.0,63.402844359220204,63.402844359220204
usmpj,2013,11,23,113105,84.10918872328268,or_img,usmpj_2013_11_23_113105.jpg,-0.025808125979206866,0.9985303659800304,0.3183526172157393,0.0,53.54515916596454,53.54515916596454
usmpj,2013,11,24,120103,70.49364691982142,or_img,usmpj_2013_11_24_120103.jpg,-0.03488578211938481,0.9969880976592386,0.31460778558862573,0.0,53.93968447659723,53.93968447659723
usmpj,2013,11,25,120106,56.92616481207086,or_img,usmpj_2013_11_25_120106.jpg,-0.03493982268480302,0.9157127361825348,0.3106318287955839,0.0,59.84485313344374,56.92616481207086
usmpj,2013,12,7,120105,53.46489826355598,or_img,usmpj_2013_12_07_120105.jpg,-0.02002384945776508,0.8413315804255401,0.3140085638290732,0.0,47.515059511703804,47.515059511703804
usmpj,2014,11,16,120108,53.49140978335609,or_img,usmpj_2014_11_16_120108.jpg,-0.027532944260655938,0.8569467445306371,0.31715572501348227,0.0,34.923298178331734,34.923298178331734
usmpj,2014,12,30,120107,41.26499898311979,or_img,usmpj_2014_12_30_120107.jpg,-0.01873532315774065,0.7385140958966462,0.3157551045671951,0.0,41.88941185585481,41.26499898311979
usmpj,2014,12,31,120106,63.713598109571265,or_img,usmpj_2014_12_31_120106.jpg,-0.016592274364684977,0.7869599639733867,0.31839859867286496,0.0,59.363893004832605,59.363893004832605
usmpj,2015,1,1,120107,44.18429259033286,or_img,usmpj_2015_01_01_120107.jpg,-0.015890203488001256,0.7106818423932518,0.3170459187938121,0.0,46.83108651229456,44.18429259033286
usmpj,2015,1,7,120105,78.22520507084265,or_img,usmpj_2015_01_07_120105.jpg,-0.02057815094204977,0.9705007892927356,0.316930939691192,0.0,39.11018139206058,39.11018139206058
usmpj,2015,1,9,120107,36.55744888966366,or_img,usmpj_2015_01_09_120107.jpg,-0.006038735148195118,0.6127841211733829,0.3158220914775433,0.0,36.736613498358466,36.55744888966366
usmpj,2015,1,13,120106,48.72538907773807,or_img,usmpj_2015_01_13_120106.jpg,-0.03695875141146912,0.9638765410577491,0.3156343944217377,0.0,39.46185246520817,39.46185246520817
usmpj,2015,1,14,120108,47.185541900307,or_img,usmpj_2015_01_14_120108.jpg,-0.03239951403060524,0.8764998983119788,0.31566300051774115,0.0,35.497835497835496,35.497835497835496
usmpj,2015,1,30,120128,54.689633632586656,or_img,usmpj_2015_01_30_120128.jpg,-0.014388340509702195,0.7275765807645003,0.31949320809497894,0.0,30.681455010314075,30.681455010314075
usmpj,2015,2,23,120107,32.23861336277444,or_img,usmpj_2015_02_23_120107.jpg,-0.008561951054194848,0.5991639791975363,0.3151245633500896,0.0,38.11000706973861,32.23861336277444
usmpj,2015,11,28,120106,36.34668836011118,or_img,usmpj_2015_11_28_120106.jpg,-0.0067999458830094155,0.5863052868086425,0.3170900965593078,0.0,37.197599194243494,36.34668836011118
usmpj,2015,12,13,120106,40.14788343647404,or_img,usmpj_2015_12_13_120106.jpg,-0.024761233800628873,0.6570450429510832,0.31839277588501075,0.0,44.81221612094095,40.14788343647404
usmpj,2016,1,1,120106,64.68483976873239,or_img,usmpj_2016_01_01_120106.jpg,-0.030588122257944134,0.9999987894283197,0.3189874483149104,0.0,45.98864967992484,45.98864967992484
