B0,G0,R0,L,B1,G1,R1,B,G,R
0.6006197465985823,0.5446297702207483,0.5853497530409912,0.4627450980392157,0.8740740740740741,0.7925925925925926,0.8518518518518519,118.0,107.0,115.0
0.6008221997690703,0.5443346425258243,0.5854165023390941,0.4588235294117647,0.8666666666666667,0.7851851851851852,0.8444444444444444,117.0,106.0,114.0
0.5991418838727115,0.5479331758494028,0.583779271465719,0.4627450980392157,0.8666666666666667,0.7925925925925926,0.8444444444444444,117.0,107.0,114.0
0.6010282017749742,0.5440341481583818,0.585484368970449,0.4549019607843137,0.8592592592592593,0.7777777777777778,0.837037037037037,116.0,105.0,113.0
0.5975254995096121,0.5460146805863697,0.5872233357249635,0.4588235294117647,0.8592592592592593,0.7851851851851852,0.8444444444444444,116.0,106.0,114.0
0.599205208662008,0.5423840250819899,0.588874084374732,0.4549019607843137,0.8592592592592593,0.7777777777777778,0.8444444444444444,116.0,105.0,114.0
0.5990162315074913,0.5426984661520862,0.5887766378065086,0.4588235294117647,0.8666666666666667,0.7851851851851852,0.8518518518518519,117.0,106.0,115.0
0.5988304894848163,0.5430073082616554,0.5886808201715144,0.4627450980392157,0.8740740740740741,0.7925925925925926,0.8592592592592593,118.0,107.0,116.0
0.5957183870385852,0.5443633536731899,0.5905828837020456,0.4588235294117647,0.8592592592592593,0.7851851851851852,0.8518518518518519,116.0,106.0,115.0
0.5939120026723809,0.5427126920971757,0.5939120026723809,0.4588235294117647,0.8592592592592593,0.7851851851851852,0.8592592592592593,116.0,106.0,116.0
0.5922608550410554,0.5463095818051115,0.5922608550410554,0.4627450980392157,0.8592592592592593,0.7925925925925926,0.8592592592592593,116.0,107.0,116.0
0.5904703475900517,0.5446579930356511,0.5955606092072073,0.4627450980392157,0.8592592592592593,0.7925925925925926,0.8666666666666667,116.0,107.0,117.0
0.5905828837020456,0.5443633536731899,0.5957183870385852,0.4588235294117647,0.8518518518518519,0.7851851851851852,0.8592592592592593,115.0,106.0,116.0
0.6012378466154766,0.5437281395479092,0.5855533810515946,0.4509803921568627,0.8518518518518519,0.7703703703703704,0.8296296296296296,115.0,104.0,112.0
0.5975578273902511,0.5404001221616184,0.5923616723694664,0.4509803921568627,0.8518518518518519,0.7703703703703704,0.8444444444444444,115.0,104.0,114.0
0.5973828598381876,0.5407344851983594,0.5922330075982032,0.4549019607843137,0.8592592592592593,0.7777777777777778,0.8518518518518519,116.0,105.0,115.0
0.597210890569927,0.5410628581231818,0.5921065239838592,0.4588235294117647,0.8666666666666667,0.7851851851851852,0.8592592592592593,117.0,106.0,116.0
0.5940554979318701,0.5423984981117074,0.5940554979318701,0.4549019607843137,0.8518518518518519,0.7777777777777778,0.8518518518518519,115.0,105.0,115.0
0.590697362718063,0.5440633603982159,0.5958789185313793,0.4549019607843137,0.8444444444444444,0.7777777777777778,0.8518518518518519,114.0,105.0,115.0
0.5889310305291849,0.5479619153619373,0.5940521699250909,0.4627450980392157,0.8518518518518519,0.7925925925925926,0.8592592592592593,115.0,107.0,116.0
0.5941982177791406,0.5476957485616426,0.5890312767549741,0.4588235294117647,0.8518518518518519,0.7851851851851852,0.8444444444444444,115.0,106.0,114.0
0.5977358721632254,0.5400596037965985,0.5924925750389867,0.4509803921568627,0.8444444444444444,0.762962962962963,0.837037037037037,114.0,103.0,113.0
0.5993975060673971,0.5420638315739938,0.588973201614051,0.4509803921568627,0.8518518518518519,0.7703703703703704,0.837037037037037,115.0,104.0,113.0
0.5908138352684045,0.543757866087735,0.5960422762884788,0.4509803921568627,0.837037037037037,0.7703703703703704,0.8444444444444444,113.0,104.0,114.0
0.5890312767549741,0.5476957485616426,0.5941982177791406,0.4588235294117647,0.8444444444444444,0.7851851851851852,0.8518518518518519,114.0,106.0,115.0
0.5908401486266673,0.5493776820563748,0.5908401486266673,0.4588235294117647,0.8444444444444444,0.7851851851851852,0.8444444444444444,114.0,106.0,114.0
0.5926497704708721,0.5510603128939687,0.5874510882737591,0.4588235294117647,0.8444444444444444,0.7851851851851852,0.837037037037037,114.0,106.0,113.0
0.5927859931203807,0.5508188431649556,0.5875400993759525,0.4549019607843137,0.837037037037037,0.7777777777777778,0.8296296296296296,113.0,105.0,112.0
0.5909592464832245,0.5491214237233503,0.5909592464832245,0.4549019607843137,0.837037037037037,0.7777777777777778,0.837037037037037,113.0,105.0,113.0
0.5926555312771237,0.5454528783435474,0.5926555312771237,0.4509803921568627,0.837037037037037,0.7703703703703704,0.837037037037037,113.0,104.0,113.0
0.5942014964532715,0.5420785581678967,0.5942014964532715,0.4509803921568627,0.8444444444444444,0.7703703703703704,0.8444444444444444,114.0,104.0,114.0
0.5909323537532203,0.5434467181837651,0.5962085354831598,0.4470588235294118,0.8296296296296296,0.762962962962963,0.837037037037037,112.0,103.0,113.0
0.5925216749849848,0.545743648012486,0.5925216749849848,0.4549019607843137,0.8444444444444444,0.7777777777777778,0.8444444444444444,114.0,105.0,114.0
0.5907231147104809,0.5496293328175779,0.5907231147104809,0.4627450980392157,0.8518518518518519,0.7925925925925926,0.8518518518518519,115.0,107.0,115.0
0.5925159289800029,0.5512974295726983,0.5873636165540899,0.4627450980392157,0.8518518518518519,0.7925925925925926,0.8444444444444444,115.0,107.0,114.0
0.592384406812728,0.5515303097911606,0.5872776446850321,0.4666666666666667,0.8592592592592593,0.8,0.8518518518518519,116.0,108.0,115.0
0.601451231633827,0.5434164636691594,0.585623567643463,0.4470588235294118,0.8444444444444444,0.762962962962963,0.8222222222222222,114.0,103.0,111.0
0.5910804632890487,0.5488604301969738,0.5910804632890487,0.4509803921568627,0.8296296296296296,0.7703703703703704,0.8296296296296296,112.0,104.0,112.0
0.5929246609790763,0.5505728994805709,0.5876306907917631,0.4470588235294118,0.8296296296296296,0.7703703703703704,0.8222222222222222,112.0,104.0,111.0
0.592390136095197,0.5460291689225294,0.592390136095197,0.4588235294117647,0.8518518518518519,0.7851851851851852,0.8518518518518519,115.0,106.0,115.0
0.5940521699250909,0.5479619153619373,0.5889310305291849,0.4627450980392157,0.8592592592592593,0.7925925925925926,0.8518518518518519,116.0,107.0,115.0
0.589237057558566,0.5471486963043827,0.5944981027153389,0.4509803921568627,0.8296296296296296,0.7703703703703704,0.837037037037037,112.0,104.0,113.0
0.5912038560225265,0.548594569101984,0.5912038560225265,0.4470588235294118,0.8222222222222222,0.762962962962963,0.8222222222222222,111.0,103.0,111.0
0.5903597054477296,0.5449474204132889,0.5954055148960009,0.4666666666666667,0.8666666666666667,0.8,0.8740740740740741,117.0,108.0,118.0
0.5902509099664386,0.5452317727656085,0.5952530363220864,0.4705882352941176,0.8740740740740741,0.8074074074074075,0.8814814814814815,118.0,109.0,119.0
0.5901439153964623,0.5455111822992509,0.5951031079628191,0.4745098039215686,0.8814814814814815,0.8148148148148148,0.8888888888888888,119.0,110.0,120.0
0.599593211849715,0.5417377264957951,0.5890740326944568,0.4470588235294118,0.8444444444444444,0.762962962962963,0.8296296296296296,114.0,103.0,112.0
0.5927917666483276,0.5451567139712298,0.5927917666483276,0.4470588235294118,0.8296296296296296,0.762962962962963,0.8296296296296296,112.0,103.0,112.0
0.5946520793289037,0.5468675372399739,0.5893426857634672,0.4470588235294118,0.8296296296296296,0.762962962962963,0.8222222222222222,112.0,103.0,111.0
0.5943468391960199,0.5474247203121236,0.5891332704311425,0.4549019607843137,0.8444444444444444,0.7777777777777778,0.837037037037037,114.0,105.0,113.0
0.5921337742765601,0.5465850224091323,0.5921337742765601,0.4666666666666667,0.8666666666666667,0.8,0.8666666666666667,117.0,108.0,117.0
0.5887356041438042,0.5484801782194415,0.5937675323843495,0.4705882352941176,0.8666666666666667,0.8074074074074075,0.8740740740740741,117.0,109.0,118.0
0.5954063548573935,0.5394279796143907,0.5954063548573935,0.4627450980392157,0.8666666666666667,0.7851851851851852,0.8666666666666667,117.0,106.0,117.0
0.5936027983600706,0.5377939882578416,0.5986763265511822,0.4627450980392157,0.8666666666666667,0.7851851851851852,0.8740740740740741,117.0,106.0,118.0
0.5903021245948741,0.5394140104056608,0.6004797474327168,0.4627450980392157,0.8592592592592593,0.7851851851851852,0.8740740740740741,116.0,106.0,118.0
0.5901944374800716,0.5397504684646809,0.6002832312831498,0.4666666666666667,0.8666666666666667,0.7925925925925926,0.8814814814814815,117.0,107.0,119.0
0.5868924415348024,0.5413576831398608,0.6020706943331161,0.4666666666666667,0.8592592592592593,0.7925925925925926,0.8814814814814815,116.0,107.0,119.0
0.5886808201715144,0.5430073082616554,0.5988304894848163,0.4666666666666667,0.8592592592592593,0.7925925925925926,0.8740740740740741,116.0,107.0,118.0
0.583560900267354,0.5429653593791902,0.6038586707114358,0.4666666666666667,0.8518518518518519,0.7925925925925926,0.8814814814814815,115.0,107.0,119.0
0.6016684576671353,0.5430989617880336,0.5856949587910166,0.4431372549019607,0.837037037037037,0.7555555555555555,0.8148148148148148,113.0,102.0,110.0
0.5977030870368526,0.5457289055553871,0.5873082507405595,0.4549019607843137,0.8518518518518519,0.7777777777777778,0.837037037037037,115.0,105.0,113.0
0.5944981027153389,0.5471486963043827,0.589237057558566,0.4509803921568627,0.837037037037037,0.7703703703703704,0.8296296296296296,113.0,104.0,112.0
0.5891332704311425,0.5474247203121236,0.5943468391960199,0.4549019607843137,0.837037037037037,0.7777777777777778,0.8444444444444444,113.0,105.0,114.0
0.5906080916110106,0.5498764990861132,0.5906080916110106,0.4666666666666667,0.8592592592592593,0.8,0.8592592592592593,116.0,108.0,116.0
0.5955606092072073,0.5446579930356511,0.5904703475900517,0.4627450980392157,0.8666666666666667,0.7925925925925926,0.8592592592592593,117.0,107.0,116.0
0.5986763265511822,0.5377939882578416,0.5936027983600706,0.4627450980392157,0.8740740740740741,0.7851851851851852,0.8666666666666667,118.0,106.0,117.0
0.5937408218062593,0.5374378128418726,0.5988592771666581,0.4588235294117647,0.8592592592592593,0.7777777777777778,0.8666666666666667,116.0,105.0,117.0
0.5904116257939351,0.5390714844205494,0.6006796540686122,0.4588235294117647,0.8518518518518519,0.7777777777777778,0.8666666666666667,115.0,105.0,117.0
0.5884989742114504,0.5377663040208082,0.603718775268643,0.4627450980392157,0.8592592592592593,0.7851851851851852,0.8814814814814815,116.0,106.0,119.0
0.5869715716246674,0.5410346660192586,0.6022838734931371,0.4627450980392157,0.8518518518518519,0.7851851851851852,0.8740740740740741,115.0,106.0,118.0
0.5851678544185008,0.5393721092900964,0.6055215189200138,0.4627450980392157,0.8518518518518519,0.7851851851851852,0.8814814814814815,115.0,106.0,119.0
0.5854165023390941,0.5443346425258243,0.6008221997690703,0.4588235294117647,0.8444444444444444,0.7851851851851852,0.8666666666666667,114.0,106.0,117.0
0.5887766378065086,0.5426984661520862,0.5990162315074913,0.4627450980392157,0.8518518518518519,0.7851851851851852,0.8666666666666667,115.0,106.0,117.0
0.5852840938662416,0.5449196735996042,0.6004207514662306,0.4666666666666667,0.8592592592592593,0.8,0.8814814814814815,116.0,108.0,119.0
0.601889629204276,0.5427754691931418,0.5857675855648757,0.4392156862745098,0.8296296296296296,0.7481481481481481,0.8074074074074075,112.0,101.0,109.0
0.5997924172757529,0.5414055447975823,0.5891766222797219,0.4431372549019607,0.837037037037037,0.7555555555555555,0.8222222222222222,113.0,102.0,111.0
0.5960422762884788,0.543757866087735,0.5908138352684045,0.4509803921568627,0.8444444444444444,0.7703703703703704,0.837037037037037,114.0,104.0,113.0
0.591052972420296,0.543129758440272,0.596377773973632,0.4431372549019607,0.8222222222222222,0.7555555555555555,0.8296296296296296,111.0,102.0,112.0
0.5929304449793936,0.5448550034945779,0.5929304449793936,0.4431372549019607,0.8222222222222222,0.7555555555555555,0.8222222222222222,111.0,102.0,111.0
0.5939086294416244,0.5482233502538071,0.5888324873096447,0.4666666666666667,0.8666666666666667,0.8,0.8592592592592593,117.0,108.0,116.0
0.5970418433198148,0.541385400298476,0.5919821666815113,0.4666666666666667,0.8740740740740741,0.7925925925925926,0.8666666666666667,118.0,107.0,117.0
0.5968737851700233,0.5361747561696819,0.5968737851700233,0.4627450980392157,0.8740740740740741,0.7851851851851852,0.8740740740740741,118.0,106.0,118.0
0.5885915267231848,0.5374096548342122,0.6039460882898765,0.4588235294117647,0.8518518518518519,0.7777777777777778,0.8740740740740741,115.0,105.0,118.0
0.5852313367257728,0.5390288627737381,0.6057657695933437,0.4588235294117647,0.8444444444444444,0.7777777777777778,0.8740740740740741,114.0,105.0,118.0
0.5836109493698196,0.5426557950280779,0.6040885265406905,0.4627450980392157,0.8444444444444444,0.7851851851851852,0.8740740740740741,114.0,106.0,118.0
0.5853497530409912,0.5446297702207483,0.6006197465985823,0.4666666666666667,0.8518518518518519,0.7925925925925926,0.8740740740740741,115.0,107.0,118.0
0.5835116365245119,0.5432694546952352,0.6036327274391503,0.4705882352941176,0.8592592592592593,0.8,0.8888888888888888,116.0,108.0,120.0
0.5919821666815113,0.541385400298476,0.5970418433198148,0.4666666666666667,0.8666666666666667,0.7925925925925926,0.8740740740740741,117.0,107.0,118.0
0.6030786571202801,0.5453928725261663,0.582102008176966,0.4509803921568627,0.8518518518518519,0.7703703703703704,0.8222222222222222,115.0,104.0,111.0
0.5997259496462548,0.5471184102036009,0.5839436878134586,0.4509803921568627,0.8444444444444444,0.7703703703703704,0.8222222222222222,114.0,104.0,111.0
0.603309734286814,0.5450956371187882,0.5821409716802591,0.4470588235294118,0.8444444444444444,0.762962962962963,0.8148148148148148,114.0,103.0,110.0
0.598255090376487,0.5448394573071579,0.5875719637626212,0.4431372549019607,0.8296296296296296,0.7555555555555555,0.8148148148148148,112.0,102.0,110.0
0.5978838245547453,0.5454378750323993,0.5873946346502761,0.4509803921568627,0.8444444444444444,0.7703703703703704,0.8296296296296296,114.0,104.0,112.0
0.5911757474469636,0.5428068226558483,0.5965500724237541,0.4392156862745098,0.8148148148148148,0.7481481481481481,0.8222222222222222,110.0,101.0,111.0
0.5930716324543415,0.5445475897989862,0.5930716324543415,0.4392156862745098,0.8148148148148148,0.7481481481481481,0.8148148148148148,110.0,101.0,110.0
0.5913294837203348,0.5483237030861285,0.5913294837203348,0.4431372549019607,0.8148148148148148,0.7555555555555555,0.8148148148148148,110.0,102.0,110.0
0.5930658404130199,0.5503223564192887,0.5877229049138035,0.4470588235294118,0.8222222222222222,0.762962962962963,0.8148148148148148,111.0,103.0,110.0
0.5894502043696677,0.5465810985973282,0.59480884259121,0.4431372549019607,0.8148148148148148,0.7555555555555555,0.8222222222222222,110.0,102.0,111.0
0.5938812021416802,0.5370751741107369,0.5990453865081297,0.4549019607843137,0.8518518518518519,0.7703703703703704,0.8592592592592593,115.0,104.0,116.0
0.590522987109033,0.5387227250819249,0.6008830395144547,0.4549019607843137,0.8444444444444444,0.7703703703703704,0.8592592592592593,114.0,104.0,116.0
0.5870520177965879,0.5407058058652783,0.6025007551070244,0.4588235294117647,0.8444444444444444,0.7777777777777778,0.8666666666666667,114.0,105.0,117.0
0.5836618025008403,0.5423406129432587,0.6043223972796311,0.4588235294117647,0.837037037037037,0.7777777777777778,0.8666666666666667,113.0,105.0,117.0
0.5870577654694221,0.5465710230232551,0.5971794510809639,0.4666666666666667,0.8592592592592593,0.8,0.8740740740740741,116.0,108.0,118.0
0.5937709469704594,0.5430212933832407,0.5937709469704594,0.4666666666666667,0.8666666666666667,0.7925925925925926,0.8666666666666667,117.0,107.0,117.0
0.5954055148960009,0.5449474204132889,0.5903597054477296,0.4666666666666667,0.8740740740740741,0.8,0.8666666666666667,118.0,108.0,117.0
0.5918598826643339,0.5417022654893904,0.5968756443818283,0.4705882352941176,0.8740740740740741,0.8,0.8814814814814815,118.0,108.0,119.0
0.5884939115613542,0.5436087827134544,0.5984683846386653,0.4745098039215686,0.8740740740740741,0.8074074074074075,0.8888888888888888,118.0,109.0,120.0
0.5867380032419924,0.5419867996048914,0.6016550711210262,0.4745098039215686,0.8740740740740741,0.8074074074074075,0.8962962962962963,118.0,109.0,121.0
0.5849833417189944,0.5403659681980542,0.6048132855060789,0.4745098039215686,0.8740740740740741,0.8074074074074075,0.9037037037037036,118.0,109.0,122.0
0.5832300801809766,0.5387464299976817,0.6079432191716959,0.4745098039215686,0.8740740740740741,0.8074074074074075,0.9111111111111112,118.0,109.0,123.0
0.5862638056989156,0.5320713530712847,0.6108967387114751,0.4745098039215686,0.8814814814814815,0.8,0.9185185185185184,119.0,108.0,124.0
0.5999276503347457,0.5468367078272461,0.5840003675824958,0.4470588235294118,0.837037037037037,0.762962962962963,0.8148148148148148,113.0,103.0,110.0
0.5962085354831598,0.5434467181837651,0.5909323537532203,0.4470588235294118,0.837037037037037,0.762962962962963,0.8296296296296296,113.0,103.0,112.0
0.5979170758833937,0.5397127587620013,0.5926257743269034,0.4470588235294118,0.837037037037037,0.7555555555555555,0.8296296296296296,113.0,102.0,112.0
0.5981015231901975,0.5393594093054459,0.5927613310188564,0.4392156862745098,0.8296296296296296,0.7481481481481481,0.8222222222222222,112.0,101.0,111.0
0.596377773973632,0.543129758440272,0.591052972420296,0.4431372549019607,0.8296296296296296,0.7555555555555555,0.8222222222222222,112.0,102.0,111.0
0.5980677965065376,0.5451414428333927,0.5874825257719086,0.4470588235294118,0.837037037037037,0.762962962962963,0.8222222222222222,113.0,103.0,111.0
0.5895596644747185,0.546289230384831,0.5949684687359545,0.4392156862745098,0.8074074074074075,0.7481481481481481,0.8148148148148148,109.0,101.0,110.0
0.5951310367989515,0.5459917768797721,0.5896711190301538,0.4352941176470588,0.8074074074074075,0.7407407407407407,0.8,109.0,100.0,108.0
0.5933560116871044,0.5498069466091519,0.5879123785523603,0.4352941176470588,0.8074074074074075,0.7481481481481481,0.8,109.0,101.0,108.0
0.5932096002092578,0.5500670838304027,0.587816785661901,0.4392156862745098,0.8148148148148148,0.7555555555555555,0.8074074074074075,110.0,102.0,109.0
0.5914574075710807,0.5480476895842123,0.5914574075710807,0.4392156862745098,0.8074074074074075,0.7481481481481481,0.8074074074074075,109.0,101.0,109.0
0.5932153976649422,0.5442343097843507,0.5932153976649422,0.4352941176470588,0.8074074074074075,0.7407407407407407,0.8074074074074075,109.0,100.0,109.0
0.5921065239838592,0.5410628581231818,0.597210890569927,0.4627450980392157,0.8592592592592593,0.7851851851851852,0.8666666666666667,116.0,106.0,117.0
0.5923616723694664,0.5404001221616184,0.5975578273902511,0.4549019607843137,0.8444444444444444,0.7703703703703704,0.8518518518518519,114.0,104.0,115.0
0.588973201614051,0.5420638315739938,0.5993975060673971,0.4509803921568627,0.837037037037037,0.7703703703703704,0.8518518518518519,113.0,104.0,115.0
