file,site,year,month,day,time,GBCC,GBCC_r,GCC,fog
lacclair_2014_08_23_120008.jpg,lacclair,2014,08,23,120008,0.15342589275828122,0.006177696185564006,0.3799887664057167,0.0
lacclair_2014_08_24_120005.jpg,lacclair,2014,08,24,120005,0.1563857355079463,0.004961097998076755,0.38119873932610154,0.0
lacclair_2014_08_25_120006.jpg,lacclair,2014,08,25,120006,0.1554762378533548,0.005440088003030568,0.3806206572035557,0.0
lacclair_2014_08_26_120006.jpg,lacclair,2014,08,26,120006,0.1625266667972905,0.004443861642917504,0.3822231059405412,0.0
lacclair_2014_08_27_100006.jpg,lacclair,2014,08,27,100006,0.163625414455484,0.004305446280269254,0.38515911068082803,0.0
lacclair_2014_08_28_120007.jpg,lacclair,2014,08,28,120007,0.16401722471733257,0.004567706967392254,0.39124080207436784,0.0
lacclair_2014_08_29_120006.jpg,lacclair,2014,08,29,120006,0.14838678138621908,0.00702822216394207,0.3768918526266109,0.0
lacclair_2014_09_08_120005.jpg,lacclair,2014,09,08,120005,0.1452695642785522,0.006558338432846694,0.3741155369267748,0.0
lacclair_2014_09_09_120007.jpg,lacclair,2014,09,09,120007,0.16168575149699826,0.0045331031267301924,0.3843444985013793,0.0
lacclair_2014_09_10_120007.jpg,lacclair,2014,09,10,120007,0.14539968236345371,0.007292304105836757,0.37283777329177287,0.0
lacclair_2014_09_11_120008.jpg,lacclair,2014,09,11,120008,0.09394196965480914,0.01249562898854795,0.36836074780282035,0.0
lacclair_2014_09_12_120007.jpg,lacclair,2014,09,12,120007,0.14307023478108416,0.006141271090130256,0.3734945517890763,0.0
lacclair_2014_09_13_120008.jpg,lacclair,2014,09,13,120008,0.1635426082969041,0.0034603840662062535,0.37818841462649505,0.0
lacclair_2014_09_14_120008.jpg,lacclair,2014,09,14,120008,0.1655873257332804,0.0031981233790832533,0.37801713696355954,0.0
lacclair_2014_09_15_120008.jpg,lacclair,2014,09,15,120008,0.16375586265480915,0.0032145146720284406,0.37702576109905994,0.0
lacclair_2014_09_16_120007.jpg,lacclair,2014,09,16,120007,0.15196103878144654,0.004445682897689192,0.36785608025927335,0.0
lacclair_2014_09_18_120006.jpg,lacclair,2014,09,18,120006,0.1575913625713781,0.0036461520529183786,0.37245289217595423,0.0
lacclair_2014_09_19_120006.jpg,lacclair,2014,09,19,120006,0.14533852375527487,0.006571087216248507,0.3613283958433052,0.0
lacclair_2014_09_20_120008.jpg,lacclair,2014,09,20,120008,0.17809774054699035,0.002724597138444503,0.37987477523699653,0.0
lacclair_2014_09_22_120006.jpg,lacclair,2014,09,22,120006,0.18003891983015946,0.0028794037940379404,0.3597307025611789,0.0
lacclair_2014_09_23_120006.jpg,lacclair,2014,09,23,120006,0.1813071204924733,0.0028029110936270652,0.36269598897006194,0.0
lacclair_2014_09_24_120006.jpg,lacclair,2014,09,24,120006,0.15186139575964266,0.005356310283532943,0.34431965080413984,0.0
lacclair_2014_09_25_123006.jpg,lacclair,2014,09,25,123006,0.15737499705029157,0.0033183261940146285,0.3355239775454175,0.0
lacclair_2014_09_26_120005.jpg,lacclair,2014,09,26,120005,0.15183277405216655,0.003939374071160066,0.32361681959539085,0.0
lacclair_2014_09_27_120006.jpg,lacclair,2014,09,27,120006,0.14450866543822433,0.002990500335110878,0.3057673851812818,0.0
lacclair_2014_09_28_120005.jpg,lacclair,2014,09,28,120005,0.14265889129571455,0.0023585249293353147,0.30373152290489686,0.0
lacclair_2014_09_29_120007.jpg,lacclair,2014,09,29,120007,0.16178166600798566,0.001085467843925751,0.3031119342247868,0.0
lacclair_2014_09_30_120007.jpg,lacclair,2014,09,30,120007,0.16737054620044356,0.0008596322522365008,0.30136147717275136,0.0
lacclair_2014_10_01_120006.jpg,lacclair,2014,10,01,120006,0.13080300719536606,0.0023075297957280646,0.3026906270918748,0.0
lacclair_2014_10_02_120005.jpg,lacclair,2014,10,02,120005,0.12356135306755188,0.0023239210886732524,0.30275383918521637,0.0
lacclair_2014_10_03_120004.jpg,lacclair,2014,10,03,120004,0.12262306917244227,0.002577075501937815,0.3057009665350847,0.0
lacclair_2014_10_04_113006.jpg,lacclair,2014,10,04,113006,0.1555538255593406,0.0009470524812775009,0.3160222756758338,0.0
lacclair_2014_10_05_120007.jpg,lacclair,2014,10,05,120007,0.12607182670531156,0.0038993064661829416,0.31863951435641885,0.0
lacclair_2014_10_06_120008.jpg,lacclair,2014,10,06,120008,0.13850799438443154,0.0008559897426931259,0.31433908277008704,0.0
lacclair_2014_10_07_120007.jpg,lacclair,2014,10,07,120007,0.1590013544913572,0.0006210478771454381,0.3158717295430824,0.0
lacclair_2014_10_08_120006.jpg,lacclair,2014,10,08,120006,0.16088578997956648,0.0006337966605472506,0.3216658129955112,0.0
lacclair_2014_10_09_120007.jpg,lacclair,2014,10,09,120007,0.12591555894331644,0.0003369321327621878,0.31015074655801567,0.0
lacclair_2014_10_10_120008.jpg,lacclair,2014,10,10,120008,0.1325931098339114,0.00012930908878981264,0.30800367836506776,0.0
lacclair_2014_10_11_120007.jpg,lacclair,2014,10,11,120007,0.10638838030217086,0.0009598012646793134,0.30992277178474537,0.0
lacclair_2014_10_12_120007.jpg,lacclair,2014,10,12,120007,0.09769750852710936,0.0021982545094268147,0.3072372159005783,0.0
lacclair_2014_10_13_120005.jpg,lacclair,2014,10,13,120005,0.09436169926706989,0.0019214237841303145,0.3049715437234564,0.0
lacclair_2014_10_14_120006.jpg,lacclair,2014,10,14,120006,0.10396976145040071,0.00016209167468018767,0.2996249459110545,0.0
lacclair_2014_10_16_120007.jpg,lacclair,2014,10,16,120007,0.08743099301610918,0.0007066468514147507,0.301836514537862,0.0
lacclair_2014_10_17_120005.jpg,lacclair,2014,10,17,120005,0.06876825190152724,0.0024659789608648774,0.30525806302042907,0.0
lacclair_2014_10_18_120007.jpg,lacclair,2014,10,18,120007,0.043271886062541336,0.006285150217093569,0.31090821638054905,0.0
lacclair_2014_10_19_120007.jpg,lacclair,2014,10,19,120007,0.04149041595755705,0.0042234898155433164,0.3139590186675942,0.0
lacclair_2014_10_20_120007.jpg,lacclair,2014,10,20,120007,0.045816211234305085,0.01853126730192033,0.31196444094136133,0.0
lacclair_2014_10_21_120008.jpg,lacclair,2014,10,21,120008,0.052843906545958365,0.0019032112364134393,0.3137252128170121,0.0
lacclair_2014_10_22_120007.jpg,lacclair,2014,10,22,120007,0.053552409926080125,0.00953608998455576,0.3139354358868928,0.0
