site,year,month,day,time,snow_ratio_singlesvm,img_type,file,GBCC,GBCC_r,GCC,fog,kmeans,snow_es
bartlettir,2011,10,28,120144,35.330842973247215,or_img,bartlettir_2011_10_28_120144.jpg,0.03821935618824774,0.17030365552308147,0.3390867759427532,0.0,49.01869745794165,35.330842973247215
bartlettir,2011,11,23,120143,99.0619518232456,or_img,bartlettir_2011_11_23_120143.jpg,0.00573411115880318,0.3737826330548025,0.3501315157275347,0.0,40.47987648867696,40.47987648867696
bartlettir,2011,11,27,120144,59.585604834328024,or_img,bartlettir_2011_11_27_120144.jpg,0.029541129148338365,0.14159489358579394,0.34709929399084144,0.0,38.48749433741792,38.48749433741792
bartlettir,2011,11,30,120143,41.75690341081486,or_img,bartlettir_2011_11_30_120143.jpg,0.03784881602261434,0.10377096213796519,0.3463509507287841,0.0,44.36740667147427,41.75690341081486
bartlettir,2011,12,8,120144,30.82462718688567,or_img,bartlettir_2011_12_08_120144.jpg,0.044153184700563036,0.07461624981124726,0.3477338582738278,0.0,54.881392720001024,30.82462718688567
bartlettir,2011,12,10,120153,42.66108193773911,or_img,bartlettir_2011_12_10_120153.jpg,0.040587700269862914,0.1176575185683299,0.3480736364078758,0.0,47.32733181954815,42.66108193773911
bartlettir,2011,12,25,120147,96.8584488547119,or_img,bartlettir_2011_12_25_120147.jpg,0.00591070124125638,0.3727298514392484,0.34606946168410974,0.0,34.9798687268822,34.9798687268822
bartlettir,2012,1,8,120143,90.13758134008091,or_img,bartlettir_2012_01_08_120143.jpg,-0.0014558966400743023,0.4692146051575009,0.34569175966628013,0.0,31.890674415289887,31.890674415289887
bartlettir,2012,1,12,120147,99.48193548113954,or_img,bartlettir_2012_01_12_120147.jpg,-0.009960012539871407,0.5740383489110202,0.3462106108064778,0.0,50.80221676858139,50.80221676858139
bartlettir,2012,1,13,120144,97.38469853894797,or_img,bartlettir_2012_01_13_120144.jpg,-0.016963472249229197,0.6824042935426101,0.33650933373736247,0.0,30.512179667202467,30.512179667202467
bartlettir,2012,1,14,120139,53.86036390116272,or_img,bartlettir_2012_01_14_120139.jpg,0.029604244391605708,0.14221724840142308,0.3460255576122494,0.0,31.96236517409706,31.96236517409706
bartlettir,2012,1,21,120146,75.7328192673148,or_img,bartlettir_2012_01_21_120146.jpg,0.019961207575389425,0.2242086144631872,0.34730551778622154,0.0,30.148645425692106,30.148645425692106
bartlettir,2012,1,28,120104,32.05310761093369,or_img,bartlettir_2012_01_28_120104.jpg,0.07529831280777734,0.021661052301795516,0.36995194337170384,0.0,30.355250289656066,30.355250289656066
bartlettir,2012,1,29,120146,41.03435088110483,or_img,bartlettir_2012_01_29_120146.jpg,0.05352694765123608,0.04052503602178383,0.35807432819084356,0.0,31.158102114171765,31.158102114171765
bartlettir,2012,2,1,120152,80.51112124064528,or_img,bartlettir_2012_02_01_120152.jpg,0.016925409833328874,0.26540257606911666,0.34692018740841774,0.0,30.23896449190586,30.23896449190586
bartlettir,2012,2,2,120147,51.0771254263695,or_img,bartlettir_2012_02_02_120147.jpg,0.03596452130064125,0.09288045848215987,0.34919051141206825,0.0,30.677576457206403,30.677576457206403
bartlettir,2012,2,3,120147,48.7140117330112,or_img,bartlettir_2012_02_03_120147.jpg,0.03454053485829127,0.13428187169329903,0.34826705240552586,0.0,31.73600301439884,31.73600301439884
bartlettir,2012,2,11,120146,45.31872046107883,or_img,bartlettir_2012_02_11_120146.jpg,0.04004622759319862,0.07904188405572121,0.3496978858764986,0.0,30.742775533129457,30.742775533129457
bartlettir,2012,2,12,120148,54.800246683949595,or_img,bartlettir_2012_02_12_120148.jpg,0.030640147053554192,0.14314301883011407,0.34767964772795756,0.0,30.524880785888776,30.524880785888776
bartlettir,2012,2,14,120150,46.80983179485153,or_img,bartlettir_2012_02_14_120150.jpg,0.03963412079989415,0.09827702268843168,0.3506248734924981,0.0,30.82166359252553,30.82166359252553
bartlettir,2012,2,18,120147,89.17653002615019,or_img,bartlettir_2012_02_18_120147.jpg,0.005735575273599,0.4210406732157398,0.34675184853678065,0.0,31.668828208902355,31.668828208902355
bartlettir,2012,2,22,120151,92.01593567024509,or_img,bartlettir_2012_02_22_120151.jpg,-0.0018962433966660255,0.5016095139846373,0.34676686900847153,0.0,31.423696618256592,31.423696618256592
bartlettir,2012,2,23,120148,54.46818299207309,or_img,bartlettir_2012_02_23_120148.jpg,0.03410442431342354,0.09992393441142311,0.3494563268331238,0.0,30.234589662136134,30.234589662136134
bartlettir,2012,2,25,120147,35.874733100103164,or_img,bartlettir_2012_02_25_120147.jpg,0.04763351190190424,0.049607747117904485,0.35018424981345453,0.0,31.679694721556196,31.679694721556196
bartlettir,2012,2,27,120159,45.63554281053177,or_img,bartlettir_2012_02_27_120159.jpg,0.0414032002516875,0.0744440790912773,0.34985590520412974,0.0,31.496375241850465,31.496375241850465
bartlettir,2012,2,29,120147,46.00147615223843,or_img,bartlettir_2012_02_29_120147.jpg,0.04025480271594474,0.07992955112835327,0.3498256698880271,0.0,31.840434434708488,31.840434434708488
bartlettir,2012,3,3,120151,62.527325045618184,or_img,bartlettir_2012_03_03_120151.jpg,0.026943336048486432,0.1476152238431045,0.3478410782379122,0.0,30.67108477432229,30.67108477432229
bartlettir,2012,3,4,120152,53.02392467389878,or_img,bartlettir_2012_03_04_120152.jpg,0.037440036805823106,0.08811189403315556,0.35107419362667536,0.0,32.209754741398164,32.209754741398164
